Nom premier hôtel,Phone number,Google maps link,Adresse
Namba Oriental Hotel,06-6647-8111,https://maps.google.com/?cid=16312897819409257267,"2-chōme-8-17 Sennichimae, Chuo Ward, Osaka, 542-0074, Japan"
Nishitetsu Hotel Croom Hakata Gion,092-235-5050,https://maps.google.com/?cid=14919892634397891225,"6-30 Gionmachi, Hakata Ward, Fukuoka, 812-0038, Japan"
Hotel Nikko Nara,0742-35-8831,https://maps.google.com/?cid=12856522115828419766,"8-1 Sanjōhonmachi, Nara, 630-8122, Japan"
Shizutetsu Hotel Prezio Osaka-Shinsaibashi,06-6563-7330,https://maps.google.com/?cid=14457400625578549335,"4-chōme-6-1 Minamikyūhōjimachi, Chuo Ward, Osaka, 541-0058, Japan"
THE MACHIYA KAZAHAYA,075-354-7570,https://maps.google.com/?cid=9693838208276819753,"570-6 Kazahayachō, Shimogyo Ward, Kyoto, 600-8475, Japan"
&Here SHINJUKU,03-6384-2040,https://maps.google.com/?cid=15414129259335587673,"2-chōme-15-14-2 Shinjuku, Shinjuku City, Tokyo 160-0022, Japan"
MONday Apart Premium ASAKUSABASHI Sta.,03-5835-0861,https://maps.google.com/?cid=5644238151545171968,"1-chōme-5-2 Asakusabashi, Taito City, Tokyo 111-0053, Japan"
Toyoko Inn Osaka Namba Nippombashi,06-7668-1045,https://maps.google.com/?cid=12769804290027712843,"4-chōme-11-4 Nipponbashi, Naniwa Ward, Osaka, 556-0005, Japan"
Tokyu Stay Aoyama Premier,03-3497-0109,https://maps.google.com/?cid=145258875349740643,"2-chōme-27-18 Minamiaoyama, Minato City, Tokyo 107-0062, Japan"
SLOW RIDE SUMIDA,,https://maps.google.com/?cid=12653978505831170281,"3-chōme-26-3 Sumida, Sumida City, Tokyo 131-0031, Japan"
Hotel Kii Tanabe,0739-26-7000,https://maps.google.com/?cid=2291963058796213120,"2-chōme-7-16 Takao, Tanabe, Wakayama 646-0028, Japan"
Hotel Okura Fukuoka,092-262-1111,https://maps.google.com/?cid=16290748547030302394,"3-2 Shimokawabatamachi, Hakata Ward, Fukuoka, 812-0027, Japan"
Moxy Tokyo Kinshicho,03-5624-8801,https://maps.google.com/?cid=3569102858047834574,"3-chōme-4-2 Kōtōbashi, Sumida City, Tokyo 130-0022, Japan"
Minato City,,https://maps.google.com/?cid=3741362598490172588,"Minato City, Tokyo, Japan"
"BELLUSTAR TOKYO, A Pan Pacific Hotel",03-6233-8800,https://maps.google.com/?cid=11042329162015235224,"TOKYU KABUKICHO TOWER, 45F, 1-chōme-29-1 Kabukichō, Shinjuku City, Tokyo 160-0021, Japan"
VESSEL INN TAKADANOBABA STATION,03-3202-0088,https://maps.google.com/?cid=1904046610898604973,"Japan, 〒169-0075 Tokyo, Shinjuku City, Takadanobaba, 2-chōme−17−４ ベッセルイン"
DDD HOTEL,03-3668-0840,https://maps.google.com/?cid=4507326108144941878,"2-chōme-2-1 Nihonbashibakurochō, Chuo City, Tokyo 103-0002, Japan"
Hotel Hokke Club | Fukuoka,092-271-3171,https://maps.google.com/?cid=11992827762186021126,"3-chōme-1-90 Sumiyoshi, Hakata Ward, Fukuoka, 812-0018, Japan"
K5,03-5962-3485,https://maps.google.com/?cid=10906498574121315795,"Japan, 〒103-0026 Tokyo, Chuo City, Nihonbashikabutochō, 3−５ K5ビル 1階"
Hotel Ryumeikan Tokyo,03-3271-0971,https://maps.google.com/?cid=5753807278031089520,"Japan, 〒103-0028 Tokyo, Chuo City, Yaesu, 1-chōme−3−２２ 15階"
Hotel Villa Fontaine Grand Haneda Airport,03-6459-9770,https://maps.google.com/?cid=696425329294509955,"2-chōme-7-1 Hanedakūkō, Ota City, Tokyo 144-0041, Japan"
THE BASICS FUKUOKA,092-412-1234,https://maps.google.com/?cid=10586606448185876660,"2-chōme-14-1 Hakataekihigashi, Hakata Ward, Fukuoka, 812-0013, Japan"
Shinagawa Tobu Hotel,03-3447-0111,https://maps.google.com/?cid=10641674534992310512,"4-chōme-7-6 Takanawa, Minato City, Tokyo 108-0074, Japan"
CANDEO HOTELS Kyoto Karasuma Rokkaku,075-366-2377,https://maps.google.com/?cid=17353778654846936247,"Japan, 〒604-8164 Kyoto, Nakagyo Ward, 六角通 烏丸西入骨屋町１４９"
Eko-in Temple (Pilgrim's Lodging),0736-56-2514,https://maps.google.com/?cid=17557195955039242223,"497 Kōyasan, Koya, Ito District, Wakayama 648-0211, Japan"
Mitsui Garden Hotel Otemachi,03-3254-3131,https://maps.google.com/?cid=5847572031324634300,"2-chōme-1-2 Uchikanda, Chiyoda City, Tokyo 101-0047, Japan"
Miyako City Osaka Hommachi,06-6263-0385,https://maps.google.com/?cid=5095975291468783110,"1-chōme-8-7 Kitakyūhōjimachi, Chuo Ward, Osaka, 541-0057, Japan"
Isabelle Dumazet,06 14 45 43 36,https://maps.google.com/?cid=14913733485903994514,"21 Rue Michelet, 69210 L'Arbresle, France"
Candeo Hotels Tokyo Roppongi,03-5413-6950,https://maps.google.com/?cid=11201027154029476669,"6-chōme-7-11 Roppongi, Minato City, Tokyo 106-0032, Japan"
Urban Hotel Kyoto Gojo Premium,075-406-1785,https://maps.google.com/?cid=14056084209339486253,"87番地 Koizumichō, Shimogyo Ward, Kyoto, 600-8480, Japan"
Mitsui Garden Hotel Kyobashi,03-3231-3131,https://maps.google.com/?cid=11189517027243253602,"1-chōme-3-6 Kyōbashi, Chuo City, Tokyo 104-0031, Japan"
Citadines Harbour Front Yokohama,045-680-3322,https://maps.google.com/?cid=18150701409689503880,"5-2 Nihonōdōri, Naka Ward, Yokohama, Kanagawa 231-0021, Japan"
Karaksa Hotel Sapporo,011-204-6602,https://maps.google.com/?cid=17225000830785809208,"5-chōme-24 Minami 3 Jōnishi, Chuo Ward, Sapporo, Hokkaido 060-0063, Japan"
remm plus Ginza,03-6866-0606,https://maps.google.com/?cid=15566096224848749635,"8-chōme-11-11 Ginza, Chuo City, Tokyo 104-0061, Japan"
Les Mordus de Viande - LMDV Boucherie,07 64 21 94 64,https://maps.google.com/?cid=13410583164762076314,"38 Av. Gambetta, 93170 Bagnolet, France"
Bourou Noguchi Hakodate Ryokan,,https://maps.google.com/?cid=5232471255531210604,"Japan, 〒042-0932 Hokkaido, Hakodate, Yunokawachō, 1-chōme−17−２２ 望楼ＮＯＧＵＣＨＩ函館"
HOTEL VISTA PREMIO KYOTO Nagomitei,075-252-1666,https://maps.google.com/?cid=11976854713304515621,"371 Rokkakuchō, Nakagyo Ward, Kyoto, 604-8212, Japan"
OMO3 Asakusa by Hoshino Resorts,050-3134-8095,https://maps.google.com/?cid=16430815426086328946,"1-chōme-15-5 Hanakawado, Taito City, Tokyo 111-0033, Japan"
Hotel Monterey Hanzomon,03-3556-7111,https://maps.google.com/?cid=14726117268591618514,"23-1 Ichibanchō, Chiyoda City, Tokyo 102-0082, Japan"
KOKO HOTEL Ikebukuro,03-3988-7788,https://maps.google.com/?cid=13315176578612687473,"3-chōme-7-１ Higashiikebukuro, Toshima City, Tokyo 170-0013, Japan"
Nishitetsu Grand Hotel,092-781-0711,https://maps.google.com/?cid=1706255578284454792,"2-chōme-6-60 Daimyō, Chuo Ward, Fukuoka, 810-0041, Japan"
Sankoku Bashira by Japan Experience,,https://maps.google.com/?cid=6319248875011546320,"610 Sasayachō 3chōme, Kamigyo Ward, Kyoto, 602-8453, Japan"
